valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_oc,no_of_p_brev,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_s_rot,p_oc_pc,p_brev_pc,s_con_pc,s_pin_pc,a_ped_pc,s_rot_pc
257,Pseudostaurosira brevistriata,34,71,103,83,27.626459143968873,40.07782101167315,32.295719844357976,0.867704280155642,60,45,28,26,5,12,23.346303501945524,17.509727626459142,10.894941634241246,10.116731517509727,1.9455252918287937,4.669260700389105
258,Staurosira venter,34,71,104,83,27.51937984496124,40.310077519379846,32.17054263565892,0.8682170542635659,60,45,29,26,5,12,23.25581395348837,17.441860465116278,11.24031007751938,10.077519379844961,1.937984496124031,4.651162790697675
259,Staurosirella pinnata,34,71,105,83,27.413127413127413,40.54054054054054,32.04633204633205,0.8687258687258688,60,45,29,27,5,12,23.166023166023166,17.374517374517374,11.196911196911197,10.424710424710424,1.9305019305019304,4.633204633204633
260,Staurosirella pinnata,34,71,106,83,27.307692307692307,40.76923076923077,31.92307692307692,0.8692307692307693,60,45,29,28,5,12,23.076923076923077,17.307692307692307,11.153846153846155,10.76923076923077,1.9230769230769231,4.615384615384616
261,Staurosira construens,34,71,107,83,27.203065134099617,40.99616858237548,31.800766283524908,0.8697318007662835,60,45,29,28,5,12,22.988505747126435,17.24137931034483,11.11111111111111,10.727969348659004,1.9157088122605364,4.597701149425287
262,Staurosira construens,34,71,108,83,27.099236641221374,41.221374045801525,31.679389312977097,0.8702290076335878,60,45,29,28,5,12,22.900763358778626,17.17557251908397,11.068702290076336,10.687022900763358,1.9083969465648856,4.580152671755725
263,Staurosira construens,34,71,109,83,26.996197718631176,41.44486692015209,31.55893536121673,0.870722433460076,60,45,29,28,5,12,22.813688212927758,17.110266159695815,11.02661596958175,10.646387832699618,1.9011406844106464,4.562737642585551
264,Sellaphora rotunda,34,71,109,84,26.89393939393939,41.28787878787879,31.818181818181817,0.8712121212121212,60,45,29,28,5,13,22.727272727272727,17.045454545454543,10.984848484848484,10.606060606060606,1.893939393939394,4.924242424242424
265,Sellaphora rotunda,34,71,109,85,26.79245283018868,41.132075471698116,32.075471698113205,0.8716981132075472,60,45,29,28,5,14,22.641509433962266,16.9811320754717,10.943396226415095,10.566037735849058,1.8867924528301887,5.283018867924529
266,Cyclotella ocellata,34,72,109,85,27.06766917293233,40.97744360902256,31.954887218045116,0.8721804511278195,61,45,29,28,5,14,22.932330827067666,16.917293233082706,10.902255639097744,10.526315789473683,1.8796992481203008,5.263157894736842
267,Sellaphora submuralis,35,72,109,86,26.96629213483146,40.823970037453186,32.20973782771536,0.8689138576779026,61,45,29,28,5,14,22.846441947565545,16.853932584269664,10.861423220973784,10.486891385767791,1.8726591760299627,5.2434456928838955
268,Planothidium haukianum,36,72,109,87,26.865671641791046,40.67164179104478,32.46268656716418,0.8656716417910448,61,45,29,28,5,14,22.761194029850746,16.791044776119403,10.820895522388058,10.44776119402985,1.8656716417910446,5.223880597014925
269,Pseudostaurosira brevistriata,36,72,110,87,26.765799256505574,40.89219330855018,32.342007434944236,0.8661710037174721,61,46,29,28,5,14,22.676579925650557,17.100371747211895,10.780669144981413,10.408921933085502,1.858736059479554,5.204460966542751
270,Achnanthidium minutissimum,37,72,110,88,26.666666666666668,40.74074074074074,32.592592592592595,0.8629629629629629,61,46,29,28,5,14,22.59259259259259,17.037037037037038,10.74074074074074,10.37037037037037,1.8518518518518516,5.185185185185185
271,Cyclotella ocellata,37,73,110,88,26.937269372693727,40.59040590405904,32.47232472324723,0.8634686346863468,62,46,29,28,5,14,22.878228782287824,16.974169741697416,10.70110701107011,10.33210332103321,1.8450184501845017,5.166051660516605
272,Cyclotella ocellata,37,74,110,88,27.205882352941174,40.44117647058824,32.35294117647059,0.8639705882352942,63,46,29,28,5,14,23.161764705882355,16.911764705882355,10.661764705882353,10.294117647058822,1.8382352941176472,5.147058823529411
273,Pseudostaurosira brevistriata,37,74,111,88,27.106227106227106,40.65934065934066,32.234432234432234,0.8644688644688645,63,47,29,28,5,14,23.076923076923077,17.216117216117215,10.622710622710622,10.256410256410255,1.8315018315018317,5.128205128205128
274,Pseudostaurosira brevistriata,37,74,112,88,27.00729927007299,40.87591240875913,32.11678832116788,0.864963503649635,63,48,29,28,5,14,22.99270072992701,17.51824817518248,10.583941605839415,10.218978102189782,1.824817518248175,5.109489051094891
275,Fallacia subhamulata,37,74,112,89,26.90909090909091,40.72727272727273,32.36363636363636,0.8654545454545455,63,48,29,28,5,14,22.90909090909091,17.454545454545457,10.545454545454545,10.181818181818182,1.8181818181818181,5.090909090909091
276,Fallacia subhamulata,37,74,112,90,26.811594202898554,40.57971014492754,32.608695652173914,0.8659420289855072,63,48,29,28,5,14,22.82608695652174,17.391304347826086,10.507246376811594,10.144927536231885,1.8115942028985508,5.072463768115942
277,Fallacia subhamulata,37,74,112,91,26.714801444043324,40.43321299638989,32.851985559566785,0.8664259927797834,63,48,29,28,5,14,22.743682310469314,17.328519855595665,10.469314079422382,10.108303249097473,1.8050541516245486,5.054151624548736
278,Fallacia subhamulata,37,74,112,92,26.618705035971225,40.28776978417266,33.093525179856115,0.8669064748201438,63,48,29,28,5,14,22.66187050359712,17.26618705035971,10.431654676258994,10.071942446043165,1.7985611510791366,5.0359712230215825
279,Cyclotella ocellata,37,75,112,92,26.881720430107524,40.14336917562724,32.97491039426524,0.8673835125448028,64,48,29,28,5,14,22.939068100358423,17.20430107526882,10.39426523297491,10.03584229390681,1.7921146953405016,5.017921146953405
280,Cyclotella ocellata,37,76,112,92,27.142857142857142,40,32.857142857142854,0.8678571428571429,65,48,29,28,5,14,23.214285714285715,17.142857142857142,10.357142857142858,10,1.7857142857142856,5
281,Cyclotella ocellata,37,77,112,92,27.402135231316727,39.8576512455516,32.74021352313167,0.8683274021352313,66,48,29,28,5,14,23.487544483985765,17.08185053380783,10.320284697508896,9.9644128113879,1.7793594306049825,4.98220640569395
282,Cyclotella ocellata,37,78,112,92,27.659574468085108,39.71631205673759,32.62411347517731,0.8687943262411347,67,48,29,28,5,14,23.75886524822695,17.02127659574468,10.28368794326241,9.929078014184398,1.773049645390071,4.964539007092199
283,Staurosirella pinnata,37,78,113,92,27.56183745583039,39.92932862190813,32.50883392226148,0.8692579505300353,67,48,29,29,5,14,23.674911660777383,16.96113074204947,10.247349823321555,10.247349823321555,1.76678445229682,4.946996466431095
284,Staurosira venter,37,78,114,92,27.464788732394368,40.140845070422536,32.3943661971831,0.869718309859155,67,48,30,29,5,14,23.591549295774648,16.901408450704224,10.56338028169014,10.211267605633804,1.7605633802816902,4.929577464788732
285,Pseudostaurosira brevistriata,37,78,115,92,27.368421052631582,40.35087719298245,32.280701754385966,0.8701754385964913,67,49,30,29,5,14,23.50877192982456,17.192982456140353,10.526315789473683,10.175438596491228,1.7543859649122806,4.912280701754386
286,Fallacia luncinensis,37,78,115,93,27.27272727272727,40.20979020979021,32.51748251748251,0.8706293706293706,67,49,30,29,5,14,23.426573426573427,17.132867132867133,10.48951048951049,10.13986013986014,1.7482517482517483,4.895104895104895
287,Fallacia luncinensis,37,78,115,94,27.177700348432055,40.069686411149824,32.752613240418114,0.8710801393728222,67,49,30,29,5,14,23.34494773519164,17.073170731707318,10.452961672473867,10.104529616724738,1.7421602787456445,4.878048780487805
288,Staurosirella leptostauron var. dubia,38,78,116,94,27.083333333333332,40.27777777777778,32.63888888888889,0.8680555555555556,67,49,30,29,5,14,23.26388888888889,17.01388888888889,10.416666666666668,10.069444444444445,1.7361111111111112,4.861111111111112
289,Staurosirella leptostauron var. dubia,38,78,117,94,26.989619377162633,40.484429065743946,32.52595155709342,0.8685121107266436,67,49,30,29,5,14,23.18339100346021,16.955017301038062,10.380622837370241,10.034602076124568,1.7301038062283738,4.844290657439446
290,Staurosirella pinnata,38,78,118,94,26.89655172413793,40.689655172413794,32.41379310344827,0.8689655172413793,67,49,30,30,5,14,23.103448275862068,16.896551724137932,10.344827586206897,10.344827586206897,1.7241379310344827,4.827586206896552
291,Staurosirella pinnata,38,78,119,94,26.804123711340207,40.893470790378004,32.302405498281786,0.8694158075601375,67,49,30,31,5,14,23.02405498281787,16.83848797250859,10.309278350515463,10.652920962199312,1.718213058419244,4.810996563573884
292,Amphora pediculus,38,78,119,95,26.71232876712329,40.75342465753425,32.534246575342465,0.8698630136986302,67,49,30,31,6,14,22.945205479452056,16.78082191780822,10.273972602739725,10.616438356164384,2.054794520547945,4.794520547945205
293,Pseudostaurosira brevistriata,38,78,120,95,26.621160409556317,40.955631399317404,32.42320819112628,0.870307167235495,67,50,30,31,6,14,22.866894197952217,17.064846416382252,10.238907849829351,10.580204778156997,2.04778156996587,4.778156996587031
294,Naviculoid spp.,38,78,120,96,26.53061224489796,40.816326530612244,32.6530612244898,0.8707482993197279,67,50,30,31,6,14,22.789115646258505,17.006802721088434,10.204081632653061,10.54421768707483,2.0408163265306123,4.761904761904762
295,Cyclotella minuscula,38,79,120,96,26.779661016949152,40.67796610169492,32.54237288135593,0.8711864406779661,67,50,30,31,6,14,22.71186440677966,16.94915254237288,10.16949152542373,10.508474576271185,2.0338983050847457,4.745762711864407
296,Cyclotella ocellata,38,80,120,96,27.027027027027028,40.54054054054054,32.432432432432435,0.8716216216216216,68,50,30,31,6,14,22.972972972972975,16.89189189189189,10.135135135135135,10.472972972972974,2.027027027027027,4.72972972972973
297,Staurosira venter,38,80,121,96,26.936026936026934,40.74074074074074,32.323232323232325,0.8720538720538721,68,50,31,31,6,14,22.895622895622896,16.835016835016837,10.437710437710438,10.437710437710438,2.0202020202020203,4.713804713804714
298,Cyclotella ocellata,38,81,121,96,27.181208053691275,40.604026845637584,32.21476510067114,0.87248322147651,69,50,31,31,6,14,23.154362416107382,16.778523489932887,10.40268456375839,10.40268456375839,2.013422818791946,4.697986577181208
299,Navicula antonii,39,81,121,97,27.09030100334448,40.468227424749166,32.441471571906355,0.8695652173913043,69,50,31,31,6,14,23.076923076923077,16.722408026755854,10.367892976588628,10.367892976588628,2.0066889632107023,4.682274247491638
300,Navicula antonii,39,81,121,98,27,40.33333333333333,32.666666666666664,0.87,69,50,31,31,6,14,23,16.666666666666664,10.333333333333334,10.333333333333334,2,4.666666666666667
301,Cyclotella ocellata,39,82,121,98,27.242524916943523,40.19933554817276,32.55813953488372,0.8704318936877077,70,50,31,31,6,14,23.25581395348837,16.611295681063122,10.299003322259136,10.299003322259136,1.9933554817275747,4.651162790697675
302,Pseudostaurosira brevistriata,39,82,122,98,27.1523178807947,40.397350993377486,32.450331125827816,0.8708609271523179,70,51,31,31,6,14,23.178807947019866,16.887417218543046,10.264900662251655,10.264900662251655,1.9867549668874174,4.635761589403973
303,Staurosira construens,39,82,123,98,27.062706270627064,40.5940594059406,32.34323432343234,0.8712871287128713,70,51,31,31,6,14,23.1023102310231,16.831683168316832,10.231023102310232,10.231023102310232,1.9801980198019802,4.62046204620462
304,Pseudostaurosira brevistriata,39,82,124,98,26.973684210526315,40.78947368421053,32.23684210526316,0.8717105263157895,70,52,31,31,6,14,23.026315789473685,17.105263157894736,10.197368421052632,10.197368421052632,1.9736842105263157,4.605263157894736
305,Pseudostaurosira brevistriata,39,82,125,98,26.885245901639344,40.98360655737705,32.131147540983605,0.8721311475409836,70,53,31,31,6,14,22.950819672131146,17.37704918032787,10.163934426229508,10.163934426229508,1.9672131147540985,4.590163934426229
306,Pseudostaurosira brevistriata,39,82,126,98,26.797385620915033,41.17647058823529,32.02614379084967,0.8725490196078431,70,54,31,31,6,14,22.875816993464053,17.647058823529413,10.130718954248366,10.130718954248366,1.9607843137254901,4.57516339869281
307,Pseudostaurosira brevistriata,39,82,127,98,26.710097719869708,41.36807817589577,31.921824104234524,0.8729641693811074,70,55,31,31,6,14,22.80130293159609,17.91530944625407,10.097719869706841,10.097719869706841,1.9543973941368076,4.5602605863192185
308,Pseudostaurosira brevistriata,39,82,128,98,26.623376623376622,41.55844155844156,31.818181818181817,0.8733766233766234,70,56,31,31,6,14,22.727272727272727,18.181818181818183,10.064935064935066,10.064935064935066,1.948051948051948,4.545454545454546
309,Cyclotella ocellata,39,83,128,98,26.860841423948216,41.42394822006473,31.715210355987054,0.8737864077669903,71,56,31,31,6,14,22.97734627831715,18.12297734627832,10.032362459546926,10.032362459546926,1.9417475728155338,4.53074433656958
310,Cyclotella ocellata,39,84,128,98,27.09677419354839,41.29032258064516,31.61290322580645,0.8741935483870968,72,56,31,31,6,14,23.225806451612904,18.064516129032256,10,10,1.935483870967742,4.516129032258064
311,Cyclotella ocellata,39,85,128,98,27.331189710610932,41.157556270096464,31.511254019292608,0.8745980707395499,73,56,31,31,6,14,23.47266881028939,18.006430868167204,9.967845659163988,9.967845659163988,1.929260450160772,4.501607717041801
312,Cyclotella ocellata,39,86,128,98,27.564102564102566,41.02564102564102,31.41025641025641,0.875,74,56,31,31,6,14,23.717948717948715,17.94871794871795,9.935897435897436,9.935897435897436,1.9230769230769231,4.487179487179487
313,Staurosira venter,39,86,129,98,27.47603833865815,41.21405750798722,31.309904153354633,0.8753993610223643,74,56,32,31,6,14,23.642172523961662,17.89137380191693,10.223642172523961,9.904153354632587,1.9169329073482428,4.472843450479233
314,Staurosira venter,39,86,130,98,27.388535031847134,41.40127388535032,31.210191082802545,0.8757961783439491,74,56,33,31,6,14,23.56687898089172,17.8343949044586,10.509554140127388,9.872611464968154,1.910828025477707,4.45859872611465
315,Staurosira venter,39,86,131,98,27.3015873015873,41.58730158730159,31.11111111111111,0.8761904761904762,74,56,34,31,6,14,23.49206349206349,17.77777777777778,10.793650793650794,9.841269841269842,1.9047619047619049,4.444444444444445
316,Staurosira venter,39,86,132,98,27.21518987341772,41.77215189873418,31.0126582278481,0.8765822784810127,74,56,35,31,6,14,23.417721518987342,17.72151898734177,11.075949367088606,9.81012658227848,1.89873417721519,4.430379746835443
317,Cyclotella ocellata,39,87,132,98,27.444794952681388,41.6403785488959,30.914826498422716,0.8769716088328076,75,56,35,31,6,14,23.65930599369085,17.665615141955836,11.041009463722396,9.779179810725552,1.8927444794952681,4.416403785488959
318,Cyclotella ocellata,39,88,132,98,27.67295597484277,41.509433962264154,30.81761006289308,0.8773584905660378,76,56,35,31,6,14,23.89937106918239,17.61006289308176,11.0062893081761,9.748427672955975,1.8867924528301887,4.40251572327044
319,Cyclotella ocellata,39,89,132,98,27.89968652037618,41.37931034482759,30.721003134796238,0.877742946708464,77,56,35,31,6,14,24.137931034482758,17.55485893416928,10.9717868338558,9.717868338557993,1.8808777429467085,4.38871473354232
320,Pseudostaurosira brevistriata,39,89,133,98,27.8125,41.5625,30.625000000000004,0.878125,77,57,35,31,6,14,24.0625,17.8125,10.9375,9.6875,1.875,4.375
321,Pseudostaurosira brevistriata,39,89,134,98,27.725856697819314,41.74454828660436,30.529595015576323,0.8785046728971962,77,58,35,31,6,14,23.98753894080997,18.06853582554517,10.903426791277258,9.657320872274143,1.8691588785046727,4.361370716510903
322,Pseudostaurosira brevistriata,39,89,135,98,27.639751552795033,41.92546583850932,30.434782608695656,0.8788819875776397,77,59,35,31,6,14,23.91304347826087,18.32298136645963,10.869565217391305,9.627329192546584,1.8633540372670807,4.3478260869565215
323,Amphora pediculus,39,89,135,99,27.55417956656347,41.795665634674926,30.65015479876161,0.8792569659442724,77,59,35,31,7,14,23.8390092879257,18.26625386996904,10.8359133126935,9.597523219814242,2.1671826625387,4.3343653250774
324,Amphora pediculus,39,89,135,100,27.469135802469136,41.66666666666667,30.864197530864196,0.8796296296296297,77,59,35,31,8,14,23.765432098765434,18.209876543209877,10.802469135802468,9.5679012345679,2.4691358024691357,4.320987654320987
325,Cyclotella ocellata,39,90,135,100,27.692307692307693,41.53846153846154,30.76923076923077,0.88,78,59,35,31,8,14,24,18.153846153846153,10.76923076923077,9.538461538461538,2.4615384615384617,4.3076923076923075
326,Cavinula scutelloides,39,90,135,101,27.607361963190186,41.41104294478527,30.981595092024538,0.8803680981595092,78,59,35,31,8,14,23.92638036809816,18.098159509202453,10.736196319018406,9.509202453987731,2.4539877300613497,4.294478527607362
327,Sellaphora rotunda,39,90,135,102,27.522935779816514,41.284403669724774,31.19266055045872,0.8807339449541285,78,59,35,31,8,15,23.853211009174313,18.04281345565749,10.703363914373089,9.480122324159021,2.4464831804281344,4.587155963302752
328,Cyclotella ocellata,39,91,135,102,27.743902439024392,41.15853658536585,31.097560975609756,0.8810975609756098,79,59,35,31,8,15,24.085365853658537,17.98780487804878,10.670731707317072,9.451219512195122,2.4390243902439024,4.573170731707317
329,Pseudostaurosira brevistriata,39,91,136,102,27.659574468085108,41.33738601823708,31.00303951367781,0.8814589665653495,79,60,35,31,8,15,24.012158054711247,18.237082066869302,10.638297872340425,9.422492401215806,2.43161094224924,4.5592705167173255
330,Amphora copulata,39,91,136,103,27.575757575757574,41.21212121212121,31.212121212121215,0.8818181818181818,79,60,35,31,8,15,23.939393939393938,18.181818181818183,10.606060606060606,9.393939393939393,2.4242424242424243,4.545454545454546
331,Amphora copulata,39,91,136,104,27.492447129909365,41.08761329305136,31.419939577039273,0.8821752265861027,79,60,35,31,8,15,23.867069486404834,18.12688821752266,10.574018126888216,9.365558912386707,2.416918429003021,4.531722054380665
332,Staurosirella pinnata,39,91,137,104,27.40963855421687,41.265060240963855,31.32530120481928,0.8825301204819277,79,60,35,32,8,15,23.795180722891565,18.072289156626507,10.542168674698797,9.63855421686747,2.4096385542168677,4.518072289156627
333,Staurosirella pinnata,39,91,138,104,27.32732732732733,41.44144144144144,31.23123123123123,0.8828828828828829,79,60,35,33,8,15,23.723723723723726,18.01801801801802,10.51051051051051,9.90990990990991,2.4024024024024024,4.504504504504505
334,Staurosirella pinnata,39,91,139,104,27.245508982035926,41.61676646706587,31.137724550898206,0.8832335329341318,79,60,35,34,8,15,23.652694610778443,17.964071856287426,10.479041916167663,10.179640718562874,2.3952095808383236,4.491017964071856
335,Staurosirella pinnata,39,91,140,104,27.164179104477608,41.7910447761194,31.044776119402982,0.8835820895522388,79,60,35,35,8,15,23.582089552238806,17.91044776119403,10.44776119402985,10.44776119402985,2.3880597014925375,4.477611940298507
336,Cyclotella ocellata,39,92,140,104,27.380952380952383,41.66666666666667,30.952380952380953,0.8839285714285714,80,60,35,35,8,15,23.809523809523807,17.857142857142858,10.416666666666668,10.416666666666668,2.380952380952381,4.464285714285714
337,Cyclotella ocellata,39,93,140,104,27.596439169139465,41.54302670623146,30.86053412462908,0.884272997032641,81,60,35,35,8,15,24.03560830860534,17.804154302670625,10.385756676557865,10.385756676557865,2.3738872403560833,4.451038575667656
338,Cyclotella ocellata,39,94,140,104,27.810650887573964,41.42011834319527,30.76923076923077,0.8846153846153846,82,60,35,35,8,15,24.2603550295858,17.75147928994083,10.355029585798817,10.355029585798817,2.366863905325444,4.437869822485207
339,Gyrosigma attenuatum,39,94,140,105,27.728613569321535,41.29793510324484,30.973451327433626,0.8849557522123894,82,60,35,35,8,15,24.188790560471976,17.699115044247787,10.32448377581121,10.32448377581121,2.359882005899705,4.424778761061947
340,Staurosirella pinnata,39,94,141,105,27.647058823529413,41.47058823529412,30.88235294117647,0.8852941176470588,82,60,35,36,8,15,24.11764705882353,17.647058823529413,10.294117647058822,10.588235294117647,2.3529411764705883,4.411764705882353
341,Staurosirella pinnata,39,94,142,105,27.56598240469208,41.64222873900293,30.791788856304986,0.8856304985337243,82,60,35,37,8,15,24.04692082111437,17.595307917888565,10.263929618768328,10.850439882697946,2.346041055718475,4.398826979472141
342,Staurosirella pinnata,39,94,143,105,27.485380116959064,41.812865497076025,30.701754385964914,0.8859649122807017,82,60,35,38,8,15,23.976608187134502,17.543859649122805,10.23391812865497,11.11111111111111,2.3391812865497075,4.385964912280701
343,Staurosirella pinnata,39,94,144,105,27.405247813411076,41.98250728862974,30.612244897959183,0.8862973760932945,82,60,35,39,8,15,23.9067055393586,17.49271137026239,10.204081632653061,11.370262390670554,2.3323615160349855,4.373177842565598
344,Staurosirella pinnata,39,94,145,105,27.325581395348834,42.151162790697676,30.523255813953487,0.8866279069767442,82,60,35,40,8,15,23.837209302325583,17.441860465116278,10.174418604651162,11.627906976744185,2.3255813953488373,4.3604651162790695
345,Fallacia luncinensis,39,94,145,106,27.246376811594203,42.028985507246375,30.72463768115942,0.8869565217391304,82,60,35,40,8,15,23.768115942028984,17.391304347826086,10.144927536231885,11.594202898550725,2.318840579710145,4.3478260869565215
346,Fallacia luncinensis,39,94,145,107,27.167630057803464,41.90751445086705,30.924855491329478,0.8872832369942196,82,60,35,40,8,15,23.699421965317917,17.341040462427745,10.115606936416185,11.560693641618498,2.312138728323699,4.335260115606936
347,Navicula antonii,39,94,145,108,27.089337175792505,41.78674351585015,31.12391930835735,0.8876080691642652,82,60,35,40,8,15,23.631123919308358,17.29106628242075,10.086455331412104,11.527377521613833,2.3054755043227666,4.322766570605188
348,Cyclotella ocellata,39,95,145,108,27.298850574712645,41.66666666666667,31.03448275862069,0.8879310344827587,83,60,35,40,8,15,23.850574712643677,17.24137931034483,10.057471264367816,11.494252873563218,2.2988505747126435,4.310344827586207
349,Gyrosigma attenuatum,39,95,145,109,27.22063037249284,41.54727793696275,31.23209169054441,0.8882521489971347,83,60,35,40,8,15,23.78223495702006,17.191977077363894,10.028653295128938,11.461318051575931,2.292263610315186,4.297994269340974
350,Staurosira venter,39,95,146,109,27.142857142857142,41.714285714285715,31.142857142857146,0.8885714285714286,83,60,36,40,8,15,23.714285714285715,17.142857142857142,10.285714285714285,11.428571428571429,2.2857142857142856,4.285714285714286
351,Staurosira venter,39,95,147,109,27.065527065527068,41.88034188034188,31.054131054131055,0.8888888888888888,83,60,37,40,8,15,23.646723646723647,17.094017094017094,10.541310541310542,11.396011396011396,2.2792022792022792,4.273504273504273
352,Staurosira venter,39,95,148,109,26.988636363636363,42.04545454545455,30.96590909090909,0.8892045454545454,83,60,38,40,8,15,23.579545454545457,17.045454545454543,10.795454545454545,11.363636363636363,2.272727272727273,4.261363636363636
353,Staurosira venter,39,95,149,109,26.912181303116146,42.20963172804532,30.878186968838527,0.8895184135977338,83,60,39,40,8,15,23.512747875354105,16.997167138810198,11.048158640226628,11.3314447592068,2.26628895184136,4.2492917847025495
354,Staurosira venter,39,95,150,109,26.836158192090398,42.3728813559322,30.7909604519774,0.8898305084745762,83,60,40,40,8,15,23.44632768361582,16.94915254237288,11.299435028248588,11.299435028248588,2.2598870056497176,4.23728813559322
355,Pseudostaurosira brevistriata,39,95,151,109,26.76056338028169,42.53521126760563,30.704225352112672,0.8901408450704226,83,61,40,40,8,15,23.380281690140844,17.183098591549296,11.267605633802818,11.267605633802818,2.2535211267605635,4.225352112676056
356,Pseudostaurosira brevistriata,39,95,152,109,26.685393258426966,42.69662921348314,30.61797752808989,0.8904494382022472,83,62,40,40,8,15,23.314606741573034,17.415730337078653,11.235955056179774,11.235955056179774,2.247191011235955,4.213483146067416
357,Fallacia subhamulata,39,95,152,110,26.610644257703083,42.57703081232493,30.81232492997199,0.8907563025210083,83,62,40,40,8,15,23.249299719887954,17.366946778711483,11.204481792717088,11.204481792717088,2.2408963585434174,4.201680672268908
358,Cyclotella ocellata,39,96,152,110,26.81564245810056,42.45810055865922,30.726256983240223,0.8910614525139665,84,62,40,40,8,15,23.463687150837988,17.318435754189945,11.1731843575419,11.1731843575419,2.2346368715083798,4.189944134078212
359,Staurosirella pinnata,39,96,153,110,26.740947075208915,42.618384401114206,30.64066852367688,0.8913649025069638,84,62,40,41,8,15,23.398328690807798,17.270194986072422,11.142061281337048,11.420612813370473,2.2284122562674096,4.178272980501393
360,Staurosirella pinnata,39,96,154,110,26.666666666666668,42.77777777777778,30.555555555555557,0.8916666666666666,84,62,40,42,8,15,23.333333333333332,17.22222222222222,11.11111111111111,11.666666666666666,2.2222222222222223,4.166666666666666
361,Cyclotella ocellata,39,97,154,110,26.869806094182824,42.65927977839335,30.47091412742382,0.8919667590027701,85,62,40,42,8,15,23.545706371191137,17.174515235457065,11.080332409972298,11.634349030470915,2.21606648199446,4.1551246537396125
362,Staurosira construens,39,97,155,110,26.795580110497237,42.81767955801105,30.386740331491712,0.8922651933701657,85,62,40,42,8,15,23.480662983425415,17.12707182320442,11.049723756906078,11.602209944751381,2.209944751381215,4.143646408839778
363,Staurosira construens,39,97,156,110,26.72176308539945,42.97520661157025,30.303030303030305,0.8925619834710744,85,62,40,42,8,15,23.415977961432507,17.079889807162534,11.019283746556475,11.570247933884298,2.203856749311295,4.132231404958678
364,Pseudostaurosira brevistriata,39,97,157,110,26.64835164835165,43.13186813186813,30.21978021978022,0.8928571428571429,85,63,40,42,8,15,23.35164835164835,17.307692307692307,10.989010989010989,11.538461538461538,2.197802197802198,4.1208791208791204
365,Pseudostaurosira brevistriata,39,97,158,110,26.575342465753426,43.28767123287671,30.136986301369863,0.8931506849315068,85,64,40,42,8,15,23.28767123287671,17.534246575342465,10.95890410958904,11.506849315068493,2.191780821917808,4.10958904109589
366,Staurosirella pinnata,39,97,159,110,26.50273224043716,43.44262295081967,30.05464480874317,0.8934426229508197,85,64,40,43,8,15,23.224043715846996,17.48633879781421,10.92896174863388,11.748633879781421,2.185792349726776,4.098360655737705
367,Staurosirella pinnata,39,97,160,110,26.430517711171664,43.596730245231605,29.972752043596728,0.8937329700272479,85,64,40,44,8,15,23.160762942779293,17.43869209809264,10.899182561307901,11.989100817438691,2.17983651226158,4.087193460490464
368,Placoneis balcanica,39,97,160,111,26.358695652173914,43.47826086956522,30.16304347826087,0.8940217391304348,85,64,40,44,8,15,23.097826086956523,17.391304347826086,10.869565217391305,11.956521739130435,2.1739130434782608,4.076086956521739
369,Amphora pediculus,39,97,160,112,26.287262872628723,43.360433604336045,30.35230352303523,0.8943089430894309,85,64,40,44,9,15,23.035230352303522,17.344173441734416,10.840108401084011,11.924119241192411,2.4390243902439024,4.0650406504065035
370,Amphora pediculus,39,97,160,113,26.216216216216214,43.24324324324324,30.54054054054054,0.8945945945945946,85,64,40,44,10,15,22.972972972972975,17.2972972972973,10.81081081081081,11.891891891891893,2.7027027027027026,4.054054054054054
371,Pseudostaurosira brevistriata,39,97,161,113,26.1455525606469,43.39622641509434,30.45822102425876,0.894878706199461,85,65,40,44,10,15,22.911051212938006,17.52021563342318,10.781671159029651,11.859838274932615,2.6954177897574128,4.0431266846361185
372,Pseudostaurosira brevistriata,39,97,162,113,26.0752688172043,43.54838709677419,30.376344086021508,0.8951612903225806,85,66,40,44,10,15,22.849462365591396,17.741935483870968,10.75268817204301,11.827956989247312,2.6881720430107525,4.032258064516129
373,Pseudostaurosira brevistriata,39,97,163,113,26.005361930294907,43.69973190348526,30.29490616621984,0.8954423592493298,85,67,40,44,10,15,22.78820375335121,17.962466487935657,10.723860589812332,11.796246648793565,2.680965147453083,4.021447721179625
374,Pseudostaurosira brevistriata,39,97,164,113,25.935828877005346,43.85026737967914,30.213903743315505,0.8957219251336899,85,68,40,44,10,15,22.727272727272727,18.181818181818183,10.695187165775401,11.76470588235294,2.6737967914438503,4.0106951871657754
375,Cyclotella ocellata,39,98,164,113,26.13333333333333,43.733333333333334,30.133333333333333,0.896,86,68,40,44,10,15,22.933333333333334,18.133333333333333,10.666666666666668,11.733333333333333,2.666666666666667,4
376,Cyclotella ocellata,39,99,164,113,26.329787234042552,43.61702127659575,30.0531914893617,0.8962765957446809,87,68,40,44,10,15,23.138297872340424,18.085106382978726,10.638297872340425,11.702127659574469,2.6595744680851063,3.9893617021276597
377,Sellaphora submuralis,39,99,164,114,26.25994694960212,43.50132625994695,30.238726790450926,0.896551724137931,87,68,40,44,10,15,23.076923076923077,18.037135278514587,10.610079575596817,11.671087533156498,2.6525198938992043,3.978779840848806
