valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_oc,no_of_p_brev,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_s_rot,p_oc_pc,p_brev_pc,s_con_pc,s_pin_pc,a_ped_pc,s_rot_pc
231.5,Pseudostaurosira brevistriata,26,143.5,54.5,33.5,61.98704103671706,23.542116630669547,14.47084233261339,0.8876889848812095,131,21,22,14,1,3,56.587473002159825,9.071274298056156,9.503239740820735,6.047516198704104,0.4319654427645789,1.2958963282937366
232.5,Pseudostaurosira brevistriata,26,143.5,55.5,33.5,61.72043010752688,23.870967741935484,14.408602150537634,0.8881720430107527,131,22,22,14,1,3,56.344086021505376,9.46236559139785,9.46236559139785,6.021505376344086,0.43010752688172044,1.2903225806451613
233.5,Pseudostaurosira brevistriata,26,143.5,56.5,33.5,61.45610278372591,24.197002141327623,14.346895074946467,0.8886509635974305,131,23,22,14,1,3,56.102783725910065,9.850107066381156,9.421841541755889,5.995717344753747,0.4282655246252677,1.284796573875803
234.5,Pseudostaurosira brevistriata,26,143.5,57.5,33.5,61.19402985074627,24.520255863539443,14.285714285714285,0.8891257995735607,131,24,22,14,1,3,55.863539445628994,10.23454157782516,9.381663113006397,5.970149253731343,0.42643923240938164,1.279317697228145
235.5,Cyclotella ocellata,26,144.5,57.5,33.5,61.3588110403397,24.416135881104033,14.225053078556263,0.8895966029723992,132,24,22,14,1,3,56.05095541401274,10.191082802547772,9.341825902335456,5.9447983014862,0.42462845010615713,1.2738853503184715
236.5,Cyclotella ocellata,26,145.5,57.5,33.5,61.52219873150106,24.312896405919663,14.16490486257928,0.8900634249471459,133,24,22,14,1,3,56.236786469344615,10.14799154334038,9.30232558139535,5.9196617336152215,0.42283298097251587,1.2684989429175475
237.5,Cyclotella ocellata,26,146.5,57.5,33.5,61.68421052631579,24.210526315789473,14.105263157894738,0.8905263157894737,134,24,22,14,1,3,56.42105263157895,10.105263157894736,9.263157894736842,5.894736842105263,0.42105263157894735,1.263157894736842
238.5,Cyclotella ocellata,26,147.5,57.5,33.5,61.84486373165618,24.10901467505241,14.046121593291405,0.8909853249475891,135,24,22,14,1,3,56.60377358490566,10.062893081761008,9.224318658280922,5.870020964360587,0.41928721174004197,1.257861635220126
239.5,Cyclotella ocellata,26,148.5,57.5,33.5,62.00417536534447,24.008350730688935,13.987473903966595,0.8914405010438413,136,24,22,14,1,3,56.78496868475992,10.020876826722338,9.18580375782881,5.845511482254697,0.41753653444676403,1.2526096033402923
240.5,Cyclotella ocellata,26,149.5,57.5,33.5,62.16216216216216,23.90852390852391,13.92931392931393,0.8918918918918919,137,24,22,14,1,3,56.96465696465697,9.97920997920998,9.147609147609149,5.8212058212058215,0.4158004158004158,1.2474012474012475
241.5,Cyclotella ocellata,26,150.5,57.5,33.5,62.31884057971014,23.809523809523807,13.871635610766045,0.8923395445134575,138,24,22,14,1,3,57.14285714285714,9.937888198757763,9.109730848861282,5.797101449275362,0.4140786749482402,1.2422360248447204
242.5,Cyclotella ocellata,26,151.5,57.5,33.5,62.47422680412371,23.711340206185564,13.814432989690722,0.8927835051546392,139,24,22,14,1,3,57.319587628865975,9.896907216494846,9.072164948453608,5.77319587628866,0.4123711340206186,1.2371134020618557
243.5,Cyclotella ocellata,26,152.5,57.5,33.5,62.62833675564682,23.613963039014372,13.75770020533881,0.893223819301848,140,24,22,14,1,3,57.49486652977412,9.856262833675565,9.034907597535934,5.749486652977413,0.41067761806981523,1.2320328542094456
244.5,Cyclotella ocellata,26,153.5,57.5,33.5,62.78118609406953,23.517382413087933,13.701431492842536,0.8936605316973415,141,24,22,14,1,3,57.668711656441715,9.815950920245399,8.997955010224949,5.725971370143149,0.408997955010225,1.2269938650306749
245.5,Cyclotella ocellata,26,154.5,57.5,33.5,62.93279022403259,23.421588594704684,13.64562118126273,0.8940936863543788,142,24,22,14,1,3,57.841140529531565,9.775967413441954,8.961303462321792,5.7026476578411405,0.40733197556008144,1.2219959266802443
246.5,Pseudostaurosira brevistriata,26,154.5,58.5,33.5,62.67748478701826,23.732251521298174,13.590263691683571,0.8945233265720081,142,25,22,14,1,3,57.606490872210955,10.141987829614605,8.924949290060852,5.679513184584178,0.4056795131845842,1.2170385395537524
247.5,Pseudostaurosira brevistriata,26,154.5,59.5,33.5,62.42424242424243,24.04040404040404,13.535353535353536,0.8949494949494949,142,26,22,14,1,3,57.37373737373738,10.505050505050505,8.88888888888889,5.656565656565657,0.40404040404040403,1.2121212121212122
248.5,Pseudostaurosira brevistriata,26,154.5,60.5,33.5,62.17303822937625,24.346076458752517,13.480885311871226,0.8953722334004024,142,27,22,14,1,3,57.14285714285714,10.865191146881289,8.853118712273641,5.633802816901409,0.4024144869215292,1.2072434607645874
249,Asterionella formosa,26,155,60.5,33.5,62.24899598393574,24.29718875502008,13.453815261044177,0.8955823293172691,142,27,22,14,1,3,57.028112449799195,10.843373493975903,8.835341365461847,5.622489959839357,0.4016064257028112,1.2048192771084338
250,Fallacia lucinensis,26,155,60.5,34.5,62,24.2,13.8,0.896,142,27,22,14,1,3,56.8,10.8,8.799999999999999,5.6000000000000005,0.4,1.2
251,Cyclotella minuscula,26,156,60.5,34.5,62.15139442231076,24.10358565737052,13.745019920318724,0.896414342629482,142,27,22,14,1,3,56.573705179282875,10.756972111553784,8.764940239043826,5.577689243027888,0.398406374501992,1.1952191235059761
252,Cyclotella ocellata,26,157,60.5,34.5,62.301587301587304,24.00793650793651,13.690476190476192,0.8968253968253969,143,27,22,14,1,3,56.74603174603175,10.714285714285714,8.73015873015873,5.555555555555555,0.3968253968253968,1.1904761904761905
253,Gyrosigma acuminatum,27,157,60.5,35.5,62.055335968379445,23.91304347826087,14.031620553359684,0.8932806324110671,143,27,22,14,1,3,56.52173913043478,10.67193675889328,8.695652173913043,5.533596837944664,0.3952569169960474,1.185770750988142
254,Cyclotella minuscula,27,158,60.5,35.5,62.20472440944882,23.818897637795274,13.976377952755906,0.8937007874015748,143,27,22,14,1,3,56.2992125984252,10.62992125984252,8.661417322834646,5.511811023622047,0.39370078740157477,1.1811023622047243
255,Cyclotella ocellata,27,159,60.5,35.5,62.35294117647059,23.72549019607843,13.92156862745098,0.8941176470588236,144,27,22,14,1,3,56.470588235294116,10.588235294117647,8.627450980392156,5.490196078431373,0.39215686274509803,1.1764705882352942
256,Stephanodiscus parvus,27,160,60.5,35.5,62.5,23.6328125,13.8671875,0.89453125,144,27,22,14,1,3,56.25,10.546875,8.59375,5.46875,0.390625,1.171875
257,Cyclotella minuscula,27,161,60.5,35.5,62.64591439688716,23.540856031128403,13.813229571984436,0.8949416342412452,144,27,22,14,1,3,56.03112840466926,10.505836575875486,8.560311284046692,5.447470817120623,0.38910505836575876,1.1673151750972763
258,Cyclotella ocellata,27,162,60.5,35.5,62.7906976744186,23.449612403100776,13.75968992248062,0.8953488372093024,145,27,22,14,1,3,56.201550387596896,10.465116279069768,8.527131782945736,5.426356589147287,0.3875968992248062,1.1627906976744187
259,Cyclotella ocellata,27,163,60.5,35.5,62.93436293436293,23.35907335907336,13.706563706563706,0.8957528957528957,146,27,22,14,1,3,56.37065637065637,10.424710424710424,8.494208494208493,5.405405405405405,0.3861003861003861,1.1583011583011582
260,Cyclotella ocellata,27,164,60.5,35.5,63.07692307692307,23.26923076923077,13.653846153846153,0.8961538461538462,147,27,22,14,1,3,56.53846153846154,10.384615384615385,8.461538461538462,5.384615384615385,0.38461538461538464,1.153846153846154
261,Cyclotella ocellata,27,165,60.5,35.5,63.2183908045977,23.18007662835249,13.601532567049809,0.896551724137931,148,27,22,14,1,3,56.70498084291188,10.344827586206897,8.42911877394636,5.363984674329502,0.38314176245210724,1.1494252873563218
262,Cyclotella ocellata,27,166,60.5,35.5,63.358778625954194,23.091603053435115,13.549618320610687,0.8969465648854962,149,27,22,14,1,3,56.87022900763359,10.305343511450381,8.396946564885496,5.343511450381679,0.38167938931297707,1.1450381679389312
263,Navicula spp.,27,166,60.5,36.5,63.11787072243346,23.00380228136882,13.878326996197718,0.8973384030418251,149,27,22,14,1,3,56.65399239543726,10.26615969581749,8.365019011406844,5.323193916349809,0.38022813688212925,1.1406844106463878
264,Cyclotella ocellata,27,167,60.5,36.5,63.25757575757576,22.916666666666664,13.825757575757574,0.8977272727272727,150,27,22,14,1,3,56.81818181818182,10.227272727272728,8.333333333333332,5.303030303030303,0.3787878787878788,1.1363636363636365
265,Cyclotella ocellata,27,168,60.5,36.5,63.39622641509434,22.830188679245282,13.773584905660377,0.8981132075471698,151,27,22,14,1,3,56.9811320754717,10.18867924528302,8.30188679245283,5.283018867924529,0.37735849056603776,1.1320754716981132
266,Naviculoid spp.,27,168,60.5,37.5,63.1578947368421,22.74436090225564,14.097744360902256,0.8984962406015038,151,27,22,14,1,3,56.766917293233085,10.150375939849624,8.270676691729323,5.263157894736842,0.37593984962406013,1.1278195488721803
266.5,Asterionella formosa,27,168.5,60.5,37.5,63.22701688555347,22.70168855534709,14.071294559099437,0.8986866791744841,151,27,22,14,1,3,56.66041275797373,10.131332082551594,8.25515947467167,5.253283302063791,0.37523452157598497,1.125703564727955
267.5,Cyclotella minuscula,27,169.5,60.5,37.5,63.36448598130842,22.61682242990654,14.018691588785046,0.8990654205607477,151,27,22,14,1,3,56.44859813084112,10.093457943925234,8.224299065420562,5.233644859813085,0.3738317757009346,1.1214953271028036
268.5,Cyclotella ocellata,27,170.5,60.5,37.5,63.50093109869647,22.532588454376164,13.966480446927374,0.8994413407821229,152,27,22,14,1,3,56.61080074487895,10.05586592178771,8.193668528864059,5.21415270018622,0.37243947858473,1.1173184357541899
269.5,Cyclotella ocellata,27,171.5,60.5,37.5,63.63636363636363,22.448979591836736,13.91465677179963,0.8998144712430427,153,27,22,14,1,3,56.77179962894249,10.018552875695732,8.16326530612245,5.194805194805195,0.3710575139146568,1.1131725417439702
270.5,Cyclotella ocellata,27,172.5,60.5,37.5,63.77079482439926,22.36598890942699,13.863216266173753,0.9001848428835489,154,27,22,14,1,3,56.931608133086876,9.981515711645102,8.133086876155268,5.175600739371535,0.36968576709796674,1.1090573012939002
271.5,Cyclotella ocellata,27,173.5,60.5,37.5,63.90423572744015,22.283609576427256,13.812154696132598,0.9005524861878453,155,27,22,14,1,3,57.0902394106814,9.94475138121547,8.103130755064457,5.156537753222836,0.3683241252302026,1.1049723756906076
272,Asterionella formosa,27,174,60.5,37.5,63.970588235294116,22.24264705882353,13.786764705882353,0.9007352941176471,155,27,22,14,1,3,56.98529411764706,9.926470588235293,8.088235294117647,5.147058823529411,0.3676470588235294,1.1029411764705883
273,Cyclotella ocellata,27,175,60.5,37.5,64.1025641025641,22.16117216117216,13.736263736263737,0.9010989010989011,156,27,22,14,1,3,57.14285714285714,9.89010989010989,8.058608058608058,5.128205128205128,0.3663003663003663,1.098901098901099
274,Cyclotella ocellata,27,176,60.5,37.5,64.23357664233576,22.08029197080292,13.686131386861314,0.9014598540145985,157,27,22,14,1,3,57.299270072992705,9.854014598540147,8.02919708029197,5.109489051094891,0.36496350364963503,1.094890510948905
275,Cyclotella ocellata,27,177,60.5,37.5,64.36363636363637,22,13.636363636363635,0.9018181818181819,158,27,22,14,1,3,57.45454545454546,9.818181818181818,8,5.090909090909091,0.36363636363636365,1.090909090909091
276,Cyclotella ocellata,27,178,60.5,37.5,64.4927536231884,21.920289855072465,13.586956521739129,0.9021739130434783,159,27,22,14,1,3,57.608695652173914,9.782608695652174,7.971014492753622,5.072463768115942,0.36231884057971014,1.0869565217391304
277,Cyclotella ocellata,27,179,60.5,37.5,64.62093862815884,21.841155234657037,13.537906137184116,0.9025270758122743,160,27,22,14,1,3,57.761732851985556,9.747292418772563,7.9422382671480145,5.054151624548736,0.36101083032490977,1.083032490974729
278,Cyclotella ocellata,27,180,60.5,37.5,64.74820143884892,21.762589928057555,13.489208633093524,0.9028776978417266,161,27,22,14,1,3,57.9136690647482,9.712230215827338,7.913669064748201,5.0359712230215825,0.3597122302158274,1.079136690647482
279,Cyclotella ocellata,27,181,60.5,37.5,64.87455197132617,21.68458781362007,13.440860215053762,0.9032258064516129,162,27,22,14,1,3,58.06451612903226,9.67741935483871,7.885304659498208,5.017921146953405,0.35842293906810035,1.0752688172043012
280,Cyclotella ocellata,27,182,60.5,37.5,65,21.607142857142858,13.392857142857142,0.9035714285714286,163,27,22,14,1,3,58.214285714285715,9.642857142857144,7.857142857142857,5,0.35714285714285715,1.0714285714285714
281,Cyclotella ocellata,27,183,60.5,37.5,65.12455516014235,21.530249110320284,13.345195729537366,0.9039145907473309,164,27,22,14,1,3,58.362989323843415,9.608540925266903,7.829181494661921,4.98220640569395,0.3558718861209964,1.0676156583629894
282,Cyclotella ocellata,27,184,60.5,37.5,65.24822695035462,21.45390070921986,13.297872340425531,0.9042553191489362,165,27,22,14,1,3,58.51063829787234,9.574468085106384,7.801418439716312,4.964539007092199,0.3546099290780142,1.0638297872340425
283,Cyclotella ocellata,27,185,60.5,37.5,65.37102473498233,21.37809187279152,13.250883392226148,0.9045936395759717,166,27,22,14,1,3,58.657243816254415,9.540636042402827,7.773851590106007,4.946996466431095,0.35335689045936397,1.0600706713780919
284,Cyclotella ocellata,27,186,60.5,37.5,65.49295774647888,21.30281690140845,13.204225352112676,0.9049295774647887,167,27,22,14,1,3,58.80281690140845,9.507042253521126,7.746478873239436,4.929577464788732,0.35211267605633806,1.056338028169014
285,Cyclotella ocellata,27,187,60.5,37.5,65.6140350877193,21.228070175438596,13.157894736842104,0.9052631578947369,168,27,22,14,1,3,58.94736842105262,9.473684210526317,7.719298245614035,4.912280701754386,0.3508771929824561,1.0526315789473684
286,Cyclotella ocellata,27,188,60.5,37.5,65.73426573426573,21.153846153846153,13.111888111888112,0.9055944055944056,169,27,22,14,1,3,59.09090909090909,9.44055944055944,7.6923076923076925,4.895104895104895,0.34965034965034963,1.048951048951049
287,Cyclotella ocellata,27,189,60.5,37.5,65.85365853658537,21.0801393728223,13.066202090592336,0.9059233449477352,170,27,22,14,1,3,59.23344947735192,9.40766550522648,7.665505226480835,4.878048780487805,0.34843205574912894,1.0452961672473868
288,Pseudostaurosira brevistriata,27,189,61.5,37.5,65.625,21.354166666666664,13.020833333333334,0.90625,170,28,22,14,1,3,59.02777777777778,9.722222222222223,7.638888888888889,4.861111111111112,0.3472222222222222,1.0416666666666665
289,Pseudostaurosira brevistriata,27,189,62.5,37.5,65.39792387543253,21.626297577854672,12.975778546712801,0.9065743944636678,170,29,22,14,1,3,58.82352941176471,10.034602076124568,7.612456747404845,4.844290657439446,0.34602076124567477,1.0380622837370241
290,Pseudostaurosira brevistriata,27,189,63.5,37.5,65.17241379310344,21.89655172413793,12.931034482758621,0.906896551724138,170,30,22,14,1,3,58.620689655172406,10.344827586206897,7.586206896551724,4.827586206896552,0.3448275862068966,1.0344827586206897
291,Pseudostaurosira brevistriata,27,189,64.5,37.5,64.94845360824742,22.164948453608247,12.886597938144329,0.9072164948453608,170,31,22,14,1,3,58.4192439862543,10.652920962199312,7.560137457044673,4.810996563573884,0.3436426116838488,1.0309278350515463
292,Staurosirella pinnata,27,189,65.5,37.5,64.72602739726028,22.43150684931507,12.842465753424658,0.9075342465753424,170,31,22,15,1,3,58.21917808219178,10.616438356164384,7.534246575342466,5.136986301369863,0.3424657534246575,1.0273972602739725
293,Staurosirella pinnata,27,189,66.5,37.5,64.50511945392492,22.696245733788395,12.798634812286688,0.9078498293515358,170,31,22,16,1,3,58.02047781569966,10.580204778156997,7.508532423208192,5.460750853242321,0.3412969283276451,1.023890784982935
294,Staurosirella pinnata,27,189,67.5,37.5,64.28571428571429,22.95918367346939,12.755102040816327,0.9081632653061225,170,31,22,17,1,3,57.82312925170068,10.54421768707483,7.482993197278912,5.782312925170068,0.3401360544217687,1.0204081632653061
295,Staurosirella pinnata,27,189,68.5,37.5,64.0677966101695,23.220338983050848,12.711864406779661,0.9084745762711864,170,31,22,18,1,3,57.6271186440678,10.508474576271185,7.457627118644068,6.101694915254238,0.3389830508474576,1.0169491525423728
296,Staurosirella pinnata,27,189,69.5,37.5,63.85135135135135,23.47972972972973,12.66891891891892,0.9087837837837838,170,31,22,19,1,3,57.432432432432435,10.472972972972974,7.4324324324324325,6.418918918918918,0.33783783783783783,1.0135135135135136
297,Sellaphora submuralis,27,189,69.5,38.5,63.63636363636363,23.400673400673398,12.962962962962962,0.9090909090909091,170,31,22,19,1,3,57.23905723905723,10.437710437710438,7.4074074074074066,6.397306397306397,0.33670033670033667,1.0101010101010102
298,Sellaphora submuralis,27,189,69.5,39.5,63.42281879194631,23.322147651006713,13.25503355704698,0.9093959731543624,170,31,22,19,1,3,57.04697986577181,10.40268456375839,7.38255033557047,6.375838926174497,0.33557046979865773,1.006711409395973
299,Placoneis balcanica,27,189,69.5,40.5,63.21070234113713,23.244147157190636,13.54515050167224,0.9096989966555185,170,31,22,19,1,3,56.85618729096989,10.367892976588628,7.357859531772576,6.354515050167224,0.33444816053511706,1.0033444816053512
300,Cyclotella ocellata,27,190,69.5,40.5,63.33333333333333,23.166666666666664,13.5,0.91,171,31,22,19,1,3,56.99999999999999,10.333333333333334,7.333333333333333,6.333333333333334,0.33333333333333337,1
301,Cyclotella ocellata,27,191,69.5,40.5,63.45514950166113,23.089700996677742,13.455149501661129,0.9102990033222591,172,31,22,19,1,3,57.14285714285714,10.299003322259136,7.308970099667775,6.312292358803987,0.33222591362126247,0.9966777408637874
302,Cyclotella ocellata,27,192,69.5,40.5,63.576158940397356,23.013245033112582,13.410596026490065,0.9105960264900662,173,31,22,19,1,3,57.284768211920536,10.264900662251655,7.28476821192053,6.291390728476822,0.33112582781456956,0.9933774834437087
303,Cyclotella ocellata,27,193,69.5,40.5,63.6963696369637,22.937293729372936,13.366336633663368,0.9108910891089109,174,31,22,19,1,3,57.42574257425742,10.231023102310232,7.2607260726072615,6.270627062706271,0.33003300330033003,0.9900990099009901
304,Cyclotella ocellata,27,194,69.5,40.5,63.81578947368421,22.861842105263158,13.322368421052634,0.9111842105263158,175,31,22,19,1,3,57.56578947368421,10.197368421052632,7.236842105263158,6.25,0.3289473684210526,0.9868421052631579
305,Cyclotella ocellata,27,195,69.5,40.5,63.934426229508205,22.78688524590164,13.278688524590162,0.9114754098360656,176,31,22,19,1,3,57.70491803278689,10.163934426229508,7.213114754098362,6.229508196721312,0.32786885245901637,0.9836065573770493
306,Cyclotella ocellata,27,196,69.5,40.5,64.05228758169935,22.712418300653596,13.23529411764706,0.9117647058823529,177,31,22,19,1,3,57.84313725490197,10.130718954248366,7.18954248366013,6.209150326797386,0.32679738562091504,0.9803921568627451
306.5,Asterionella formosa,27,196.5,69.5,40.5,64.11092985318108,22.67536704730832,13.213703099510605,0.9119086460032626,177,31,22,19,1,3,57.74877650897226,10.114192495921696,7.177814029363784,6.199021207177815,0.3262642740619902,0.9787928221859705
307.5,Cyclotella ocellata,27,197.5,69.5,40.5,64.22764227642277,22.601626016260163,13.170731707317074,0.9121951219512195,178,31,22,19,1,3,57.886178861788615,10.08130081300813,7.154471544715448,6.178861788617886,0.3252032520325203,0.975609756097561
308.5,Cyclotella ocellata,27,198.5,69.5,40.5,64.34359805510535,22.52836304700162,13.12803889789303,0.9124797406807131,179,31,22,19,1,3,58.0226904376013,10.048622366288493,7.13128038897893,6.158833063209076,0.3241491085899514,0.9724473257698543
309.5,Stephanodiscus parvus,27,199.5,69.5,40.5,64.45880452342489,22.45557350565428,13.08562197092084,0.9127625201938611,179,31,22,19,1,3,57.83521809369952,10.016155088852988,7.1082390953150245,6.138933764135703,0.32310177705977383,0.9693053311793215
310.5,Stephanodiscus parvus,27,200.5,69.5,40.5,64.573268921095,22.383252818035427,13.043478260869565,0.9130434782608696,179,31,22,19,1,3,57.648953301127214,9.98389694041868,7.085346215780998,6.119162640901772,0.322061191626409,0.966183574879227
311.5,Cyclotella ocellata,27,201.5,69.5,40.5,64.68699839486356,22.31139646869984,13.001605136436597,0.913322632423756,180,31,22,19,1,3,57.78491171749599,9.951845906902086,7.062600321027287,6.099518459069021,0.32102728731942215,0.9630818619582664
312.5,Cyclotella ocellata,27,202.5,69.5,40.5,64.8,22.24,12.959999999999999,0.9136,181,31,22,19,1,3,57.92,9.92,7.04,6.08,0.32,0.96
313.5,Cyclotella ocellata,27,203.5,69.5,40.5,64.91228070175438,22.169059011164276,12.918660287081341,0.9138755980861244,182,31,22,19,1,3,58.0542264752791,9.888357256778308,7.017543859649122,6.0606060606060606,0.3189792663476874,0.9569377990430622
314.5,Cyclotella ocellata,27,204.5,69.5,40.5,65.02384737678855,22.098569157392685,12.87758346581876,0.9141494435612083,183,31,22,19,1,3,58.18759936406995,9.85691573926868,6.995230524642289,6.041335453100159,0.3179650238473768,0.9538950715421303
315.5,Cyclotella ocellata,27,205.5,69.5,40.5,65.13470681458003,22.028526148969892,12.836767036450079,0.9144215530903328,184,31,22,19,1,3,58.32012678288431,9.8256735340729,6.9730586370839935,6.022187004754358,0.31695721077654515,0.9508716323296356
316.5,Cyclotella ocellata,27,206.5,69.5,40.5,65.24486571879937,21.958925750394943,12.796208530805686,0.9146919431279621,185,31,22,19,1,3,58.451816745655606,9.794628751974724,6.9510268562401265,6.003159557661927,0.315955766192733,0.9478672985781991
317.5,Cyclotella ocellata,27,207.5,69.5,40.5,65.35433070866141,21.88976377952756,12.755905511811024,0.9149606299212598,186,31,22,19,1,3,58.58267716535433,9.763779527559056,6.929133858267717,5.984251968503937,0.31496062992125984,0.9448818897637795
318.5,Cyclotella ocellata,27,208.5,69.5,40.5,65.46310832025117,21.821036106750395,12.71585557299843,0.9152276295133438,187,31,22,19,1,3,58.712715855572995,9.733124018838305,6.907378335949764,5.965463108320251,0.3139717425431711,0.9419152276295133
319.5,Placoneis balcanica,27,208.5,69.5,41.5,65.25821596244131,21.752738654147105,12.989045383411579,0.9154929577464789,187,31,22,19,1,3,58.52895148669796,9.702660406885759,6.885758998435055,5.94679186228482,0.3129890453834116,0.9389671361502347
320.5,Staurosira venter,27,208.5,70.5,41.5,65.05460218408736,21.996879875195006,12.948517940717629,0.9157566302652106,187,31,23,19,1,3,58.34633385335414,9.67238689547582,7.17628705148206,5.928237129485179,0.31201248049922,0.93603744149766
321.5,Staurosira venter,27,208.5,71.5,41.5,64.85225505443235,22.23950233281493,12.908242612752721,0.9160186625194401,187,31,24,19,1,3,58.164852255054434,9.642301710730948,7.4650077760497675,5.909797822706065,0.3110419906687403,0.9331259720062209
322.5,Cyclotella ocellata,27,209.5,71.5,41.5,64.96124031007751,22.170542635658915,12.868217054263567,0.9162790697674419,188,31,24,19,1,3,58.29457364341085,9.612403100775193,7.441860465116279,5.891472868217054,0.31007751937984496,0.9302325581395349
323.5,Cyclotella ocellata,27,210.5,71.5,41.5,65.06955177743431,22.102009273570324,12.828438948995363,0.9165378670788253,189,31,24,19,1,3,58.42349304482226,9.582689335394127,7.418856259659969,5.873261205564142,0.3091190108191654,0.9273570324574961
324.5,Cyclotella ocellata,27,211.5,71.5,41.5,65.17719568567027,22.033898305084744,12.788906009244993,0.9167950693374423,190,31,24,19,1,3,58.55161787365177,9.553158705701078,7.395993836671804,5.855161787365177,0.30816640986132515,0.9244992295839755
325.5,Pseudostaurosira brevistriata,27,211.5,72.5,41.5,64.97695852534562,22.27342549923195,12.749615975422426,0.9170506912442397,190,32,24,19,1,3,58.37173579109063,9.831029185867896,7.373271889400922,5.837173579109063,0.30721966205837176,0.9216589861751152
326.5,Cyclotella ocellata,27,212.5,72.5,41.5,65.08422664624808,22.2052067381317,12.710566615620214,0.9173047473200613,191,32,24,19,1,3,58.49923430321593,9.80091883614089,7.3506891271056665,5.819295558958652,0.3062787136294028,0.9188361408882083
327.5,Cyclotella ocellata,27,213.5,72.5,41.5,65.19083969465649,22.137404580152673,12.67175572519084,0.917557251908397,192,32,24,19,1,3,58.62595419847329,9.770992366412214,7.328244274809161,5.801526717557252,0.3053435114503817,0.9160305343511451
328.5,Cyclotella minuscula,27,214.5,72.5,41.5,65.29680365296804,22.07001522070015,12.633181126331811,0.9178082191780822,192,32,24,19,1,3,58.44748858447488,9.74124809741248,7.30593607305936,5.78386605783866,0.30441400304414,0.91324200913242
329.5,Cyclotella ocellata,27,215.5,72.5,41.5,65.402124430956,22.003034901365705,12.5948406676783,0.9180576631259484,193,32,24,19,1,3,58.573596358118365,9.711684370257966,7.283763277693475,5.7663125948406675,0.30349013657056145,0.9104704097116844
330.5,Cyclotella ocellata,27,216.5,72.5,41.5,65.50680786686837,21.936459909228443,12.556732223903177,0.9183055975794251,194,32,24,19,1,3,58.69894099848714,9.68229954614221,7.2617246596066565,5.748865355521937,0.30257186081694404,0.9077155824508321
331.5,Cyclotella ocellata,27,217.5,72.5,41.5,65.61085972850678,21.87028657616893,12.518853695324283,0.918552036199095,195,32,24,19,1,3,58.82352941176471,9.653092006033184,7.239819004524888,5.731523378582202,0.301659125188537,0.904977375565611
332.5,Cyclotella ocellata,27,218.5,72.5,41.5,65.71428571428571,21.804511278195488,12.481203007518797,0.918796992481203,196,32,24,19,1,3,58.94736842105262,9.624060150375941,7.218045112781955,5.714285714285714,0.30075187969924816,0.9022556390977444
333.5,Cyclotella ocellata,27,219.5,72.5,41.5,65.81709145427287,21.73913043478261,12.443778110944528,0.9190404797601199,197,32,24,19,1,3,59.070464767616194,9.5952023988006,7.19640179910045,5.697151424287856,0.29985007496251875,0.8995502248875562
334.5,Cyclotella minuscula,27,220.5,72.5,41.5,65.91928251121077,21.674140508221225,12.406576980568012,0.9192825112107623,197,32,24,19,1,3,58.893871449925264,9.566517189835576,7.174887892376682,5.680119581464873,0.29895366218236175,0.8968609865470852
335.5,Cocconeis placentula,28,220.5,72.5,42.5,65.72280178837556,21.609538002980628,12.667660208643817,0.9165424739195231,197,32,24,19,1,3,58.71833084947839,9.538002980625931,7.153502235469449,5.663189269746647,0.29806259314456035,0.8941877794336811
336.5,Cocconeis placentula,28,220.5,72.5,43.5,65.52748885586924,21.545319465081725,12.927191679049036,0.9167904903417533,197,32,24,19,1,3,58.54383358098069,9.50965824665676,7.13224368499257,5.646359583952452,0.2971768202080238,0.8915304606240713
337.5,Pseudostaurosira brevistriata,28,220.5,73.5,43.5,65.33333333333333,21.777777777777775,12.88888888888889,0.9170370370370371,197,33,24,19,1,3,58.370370370370374,9.777777777777779,7.111111111111111,5.62962962962963,0.2962962962962963,0.8888888888888888
338.5,Pseudostaurosira brevistriata,28,220.5,74.5,43.5,65.14032496307239,22.008862629246675,12.850812407680944,0.9172821270310192,197,34,24,19,1,3,58.19793205317577,10.044313146233383,7.0901033973412115,5.612998522895126,0.29542097488921715,0.8862629246676514
339.5,Pseudostaurosira brevistriata,28,220.5,75.5,43.5,64.94845360824742,22.23858615611193,12.812960235640647,0.9175257731958762,197,35,24,19,1,3,58.02650957290133,10.309278350515463,7.069219440353461,5.596465390279824,0.29455081001472755,0.8836524300441826
340.5,Pseudostaurosira brevistriata,28,220.5,76.5,43.5,64.75770925110133,22.46696035242291,12.77533039647577,0.9177679882525698,197,36,24,19,1,3,57.856093979442,10.572687224669604,7.048458149779736,5.580029368575625,0.2936857562408223,0.881057268722467
341.5,Pseudostaurosira brevistriata,28,220.5,77.5,43.5,64.56808199121524,22.693997071742313,12.73792093704246,0.91800878477306,197,37,24,19,1,3,57.68667642752562,10.834553440702782,7.027818448023426,5.563689604685212,0.29282576866764276,0.8784773060029283
342.5,Pseudostaurosira brevistriata,28,220.5,78.5,43.5,64.37956204379563,22.919708029197082,12.700729927007298,0.9182481751824818,197,38,24,19,1,3,57.518248175182485,11.094890510948906,7.007299270072993,5.547445255474453,0.291970802919708,0.8759124087591241
