valve_no,taxon,no_of_species,no_of_p,no_of_fp,no_of_b,p_pc,fp_pc,b_pc,efficiency,no_of_p_min,no_of_p_oc,no_of_s_con,no_of_s_pin,no_of_a_ped,no_of_e_mic,p_min_pc,p_oc_pc,s_con_pc,s_pin_pc,a_ped_pc,e_mic_pc
280,Cyclotella ocellata,36,179,4,97,63.92857142857142,1.4285714285714286,34.64285714285714,0.8714285714285714,42,135,4,0,6,4,15,48.214285714285715,1.4285714285714286,0,2.142857142857143,1.4285714285714286
281,Cyclotella ocellata,36,180,4,97,64.05693950177937,1.4234875444839856,34.519572953736656,0.8718861209964412,42,136,4,0,6,4,14.94661921708185,48.39857651245551,1.4234875444839856,0,2.135231316725979,1.4234875444839856
282,Cyclotella minuscula,36,181,4,97,64.18439716312056,1.4184397163120568,34.39716312056738,0.8723404255319149,43,136,4,0,6,4,15.24822695035461,48.226950354609926,1.4184397163120568,0,2.127659574468085,1.4184397163120568
283,Encyonopsis microcephala,36,181,4,98,63.957597173144876,1.4134275618374559,34.62897526501767,0.872791519434629,43,136,4,0,6,5,15.19434628975265,48.0565371024735,1.4134275618374559,0,2.1201413427561837,1.76678445229682
284,Sellaphora utermoehlii,37,181,4,99,63.732394366197184,1.4084507042253522,34.859154929577464,0.869718309859155,43,136,4,0,6,5,15.140845070422534,47.88732394366197,1.4084507042253522,0,2.112676056338028,1.7605633802816902
285,Sellaphora utermoehlii,37,181,4,100,63.50877192982456,1.4035087719298245,35.08771929824561,0.8701754385964913,43,136,4,0,6,5,15.087719298245613,47.719298245614034,1.4035087719298245,0,2.1052631578947367,1.7543859649122806
286,Cyclotella ocellata,37,182,4,100,63.63636363636363,1.3986013986013985,34.96503496503497,0.8706293706293706,43,137,4,0,6,5,15.034965034965033,47.9020979020979,1.3986013986013985,0,2.097902097902098,1.7482517482517483
287,Cyclotella minuscula,37,183,4,100,63.76306620209059,1.3937282229965158,34.84320557491289,0.8710801393728222,44,137,4,0,6,5,15.33101045296167,47.73519163763066,1.3937282229965158,0,2.0905923344947737,1.7421602787456445
288,Cyclotella minuscula,37,184,4,100,63.888888888888886,1.3888888888888888,34.72222222222222,0.8715277777777778,45,137,4,0,6,5,15.625,47.56944444444444,1.3888888888888888,0,2.083333333333333,1.7361111111111112
289,Cyclotella ocellata,37,185,4,100,64.01384083044984,1.384083044982699,34.602076124567475,0.8719723183391004,45,138,4,0,6,5,15.570934256055363,47.75086505190311,1.384083044982699,0,2.0761245674740483,1.7301038062283738
290,Encyonopsis microcephala,37,185,4,101,63.793103448275865,1.3793103448275863,34.82758620689655,0.8724137931034482,45,138,4,0,6,6,15.517241379310345,47.58620689655172,1.3793103448275863,0,2.0689655172413794,2.0689655172413794
291,Gomphonema sp. 1,37,185,4,102,63.57388316151202,1.3745704467353952,35.051546391752574,0.872852233676976,45,138,4,0,6,6,15.463917525773196,47.42268041237113,1.3745704467353952,0,2.0618556701030926,2.0618556701030926
292,Placoneis balcanica,38,185,4,103,63.35616438356164,1.36986301369863,35.273972602739725,0.8698630136986302,45,138,4,0,6,6,15.41095890410959,47.26027397260274,1.36986301369863,0,2.054794520547945,2.054794520547945
293,Encyonopsis microcephala,38,185,4,104,63.13993174061433,1.3651877133105803,35.49488054607509,0.870307167235495,45,138,4,0,6,7,15.358361774744028,47.098976109215016,1.3651877133105803,0,2.04778156996587,2.3890784982935154
294,Encyonopsis microcephala,38,185,4,105,62.925170068027214,1.3605442176870748,35.714285714285715,0.8707482993197279,45,138,4,0,6,8,15.306122448979592,46.93877551020408,1.3605442176870748,0,2.0408163265306123,2.7210884353741496
295,Encyonopsis microcephala,38,185,4,106,62.71186440677966,1.3559322033898304,35.932203389830505,0.8711864406779661,45,138,4,0,6,9,15.254237288135593,46.779661016949156,1.3559322033898304,0,2.0338983050847457,3.050847457627119
296,Encyonopsis microcephala,38,185,4,107,62.5,1.3513513513513513,36.14864864864865,0.8716216216216216,45,138,4,0,6,10,15.202702702702704,46.62162162162162,1.3513513513513513,0,2.027027027027027,3.3783783783783785
297,Encyonopsis microcephala,38,185,4,108,62.2895622895623,1.3468013468013467,36.36363636363637,0.8720538720538721,45,138,4,0,6,11,15.151515151515152,46.464646464646464,1.3468013468013467,0,2.0202020202020203,3.7037037037037033
298,Cyclotella minuscula,38,186,4,108,62.41610738255034,1.342281879194631,36.241610738255034,0.87248322147651,46,138,4,0,6,11,15.436241610738255,46.308724832214764,1.342281879194631,0,2.013422818791946,3.691275167785235
299,Cyclotella minuscula,38,187,4,108,62.54180602006689,1.3377926421404682,36.12040133779264,0.8729096989966555,47,138,4,0,6,11,15.719063545150503,46.15384615384615,1.3377926421404682,0,2.0066889632107023,3.678929765886288
300,Cyclotella minuscula,38,188,4,108,62.66666666666667,1.3333333333333335,36,0.8733333333333333,48,138,4,0,6,11,16,46,1.3333333333333335,0,2,3.6666666666666665
301,Cyclotella minuscula,38,189,4,108,62.7906976744186,1.3289036544850499,35.880398671096344,0.8737541528239203,49,138,4,0,6,11,16.27906976744186,45.84717607973422,1.3289036544850499,0,1.9933554817275747,3.6544850498338874
302,Cyclotella minuscula,38,190,4,108,62.913907284768214,1.3245033112582782,35.76158940397351,0.8741721854304636,50,138,4,0,6,11,16.55629139072848,45.6953642384106,1.3245033112582782,0,1.9867549668874174,3.642384105960265
303,Cyclotella minuscula,38,191,4,108,63.03630363036304,1.3201320132013201,35.64356435643564,0.8745874587458746,51,138,4,0,6,11,16.831683168316832,45.54455445544555,1.3201320132013201,0,1.9801980198019802,3.6303630363036308
304,Navicula spp.,38,191,4,109,62.82894736842105,1.3157894736842104,35.85526315789473,0.875,51,138,4,0,6,11,16.776315789473685,45.39473684210527,1.3157894736842104,0,1.9736842105263157,3.618421052631579
305,Navicula spp.,38,191,4,110,62.62295081967213,1.3114754098360655,36.0655737704918,0.8754098360655738,51,138,4,0,6,11,16.721311475409838,45.24590163934426,1.3114754098360655,0,1.9672131147540985,3.606557377049181
306,Achnanthidium minutissimum,38,191,4,111,62.41830065359477,1.3071895424836601,36.27450980392157,0.8758169934640523,51,138,4,0,6,11,16.666666666666664,45.09803921568628,1.3071895424836601,0,1.9607843137254901,3.594771241830065
307,Craticula buderi,39,191,4,112,62.21498371335505,1.3029315960912053,36.48208469055375,0.8729641693811074,51,138,4,0,6,11,16.612377850162865,44.951140065146575,1.3029315960912053,0,1.9543973941368076,3.5830618892508146
308,Cyclotella ocellata,39,192,4,112,62.33766233766234,1.2987012987012987,36.36363636363637,0.8733766233766234,51,139,4,0,6,11,16.558441558441558,45.12987012987013,1.2987012987012987,0,1.948051948051948,3.571428571428571
309,Cyclotella ocellata,39,193,4,112,62.45954692556634,1.2944983818770228,36.24595469255664,0.8737864077669903,51,140,4,0,6,11,16.50485436893204,45.307443365695796,1.2944983818770228,0,1.9417475728155338,3.559870550161812
310,Cyclotella ocellata,39,194,4,112,62.58064516129033,1.2903225806451613,36.12903225806451,0.8741935483870968,51,141,4,0,6,11,16.451612903225808,45.483870967741936,1.2903225806451613,0,1.935483870967742,3.5483870967741935
311,Cyclotella minuscula,39,195,4,112,62.70096463022507,1.2861736334405145,36.01286173633441,0.8745980707395499,52,141,4,0,6,11,16.720257234726688,45.337620578778136,1.2861736334405145,0,1.929260450160772,3.536977491961415
312,Cyclotella ocellata,39,196,4,112,62.82051282051282,1.282051282051282,35.8974358974359,0.875,52,142,4,0,6,11,16.666666666666664,45.51282051282051,1.282051282051282,0,1.9230769230769231,3.5256410256410255
313,Cyclotella ocellata,39,197,4,112,62.939297124600635,1.2779552715654952,35.78274760383386,0.8753993610223643,52,143,4,0,6,11,16.61341853035144,45.68690095846645,1.2779552715654952,0,1.9169329073482428,3.5143769968051117
314,Cyclotella ocellata,39,198,4,112,63.05732484076433,1.2738853503184715,35.6687898089172,0.8757961783439491,52,144,4,0,6,11,16.560509554140125,45.85987261146497,1.2738853503184715,0,1.910828025477707,3.5031847133757963
315,Cyclotella minuscula,39,199,4,112,63.17460317460317,1.2698412698412698,35.55555555555556,0.8761904761904762,53,144,4,0,6,11,16.825396825396826,45.714285714285715,1.2698412698412698,0,1.9047619047619049,3.492063492063492
316,Cyclotella ocellata,39,200,4,112,63.29113924050633,1.2658227848101267,35.44303797468354,0.8765822784810127,53,145,4,0,6,11,16.77215189873418,45.88607594936709,1.2658227848101267,0,1.89873417721519,3.481012658227848
317,Cyclotella ocellata,39,201,4,112,63.40694006309149,1.2618296529968454,35.33123028391167,0.8769716088328076,53,146,4,0,6,11,16.7192429022082,46.05678233438486,1.2618296529968454,0,1.8927444794952681,3.4700315457413247
318,Gomphonema sp. 1,39,201,4,113,63.20754716981132,1.257861635220126,35.53459119496855,0.8773584905660378,53,146,4,0,6,11,16.666666666666664,45.911949685534594,1.257861635220126,0,1.8867924528301887,3.459119496855346
319,Gomphonema sp. 1,39,201,4,114,63.00940438871473,1.2539184952978055,35.73667711598746,0.877742946708464,53,146,4,0,6,11,16.614420062695924,45.76802507836991,1.2539184952978055,0,1.8808777429467085,3.4482758620689653
320,Cyclotella ocellata,39,202,4,114,63.125,1.25,35.625,0.878125,53,147,4,0,6,11,16.5625,45.9375,1.25,0,1.875,3.4375000000000004
321,Cyclotella ocellata,39,203,4,114,63.2398753894081,1.2461059190031152,35.51401869158878,0.8785046728971962,53,148,4,0,6,11,16.510903426791277,46.10591900311526,1.2461059190031152,0,1.8691588785046727,3.4267912772585665
322,Amphora pediculus,39,203,4,115,63.04347826086957,1.2422360248447204,35.714285714285715,0.8788819875776397,53,148,4,0,7,11,16.459627329192546,45.962732919254655,1.2422360248447204,0,2.1739130434782608,3.4161490683229814
323,Amphora pediculus,39,203,4,116,62.848297213622295,1.238390092879257,35.91331269349845,0.8792569659442724,53,148,4,0,8,11,16.408668730650156,45.82043343653251,1.238390092879257,0,2.476780185758514,3.4055727554179565
324,Neidiomorpha binodis,40,203,4,117,62.65432098765432,1.2345679012345678,36.11111111111111,0.8765432098765432,53,148,4,0,8,11,16.358024691358025,45.67901234567901,1.2345679012345678,0,2.4691358024691357,3.3950617283950617
325,Cocconeis placentula,40,203,4,118,62.46153846153846,1.2307692307692308,36.30769230769231,0.8769230769230769,53,148,4,0,8,11,16.307692307692307,45.53846153846154,1.2307692307692308,0,2.4615384615384617,3.3846153846153846
326,Cocconeis placentula,40,203,4,119,62.26993865030674,1.2269938650306749,36.50306748466258,0.8773006134969326,53,148,4,0,8,11,16.257668711656443,45.39877300613497,1.2269938650306749,0,2.4539877300613497,3.374233128834356
327,Cyclotella ocellata,40,204,4,119,62.38532110091744,1.2232415902140672,36.391437308868504,0.8776758409785933,53,149,4,0,8,11,16.207951070336392,45.56574923547401,1.2232415902140672,0,2.4464831804281344,3.3639143730886847
328,Cyclotella minuscula,40,205,4,119,62.5,1.2195121951219512,36.28048780487805,0.8780487804878049,54,149,4,0,8,11,16.463414634146343,45.426829268292686,1.2195121951219512,0,2.4390243902439024,3.353658536585366
329,Navicula spp.,40,205,4,120,62.31003039513677,1.21580547112462,36.474164133738604,0.878419452887538,54,149,4,0,8,11,16.41337386018237,45.2887537993921,1.21580547112462,0,2.43161094224924,3.343465045592705
330,Cyclotella ocellata,40,206,4,120,62.42424242424243,1.2121212121212122,36.36363636363637,0.8787878787878788,54,150,4,0,8,11,16.363636363636363,45.45454545454545,1.2121212121212122,0,2.4242424242424243,3.3333333333333335
331,Fallacia subhamulata,40,206,4,121,62.2356495468278,1.2084592145015105,36.555891238670696,0.879154078549849,54,150,4,0,8,11,16.314199395770395,45.31722054380665,1.2084592145015105,0,2.416918429003021,3.3232628398791544
332,Fallacia subhamulata,40,206,4,122,62.048192771084345,1.2048192771084338,36.74698795180723,0.8795180722891567,54,150,4,0,8,11,16.265060240963855,45.18072289156627,1.2048192771084338,0,2.4096385542168677,3.313253012048193
333,Gomphonema sp. 1,40,206,4,123,61.86186186186187,1.2012012012012012,36.93693693693694,0.8798798798798799,54,150,4,0,8,11,16.216216216216218,45.04504504504504,1.2012012012012012,0,2.4024024024024024,3.303303303303303
334,Diploneis maulerii,41,206,4,124,61.67664670658682,1.1976047904191618,37.12574850299401,0.8772455089820359,54,150,4,0,8,11,16.16766467065868,44.91017964071856,1.1976047904191618,0,2.3952095808383236,3.293413173652695
335,Cyclotella ocellata,41,207,4,124,61.791044776119406,1.1940298507462688,37.014925373134325,0.8776119402985074,54,151,4,0,8,11,16.119402985074625,45.07462686567164,1.1940298507462688,0,2.3880597014925375,3.2835820895522385
336,Gomphonema pseudotenellum,41,207,4,125,61.60714285714286,1.1904761904761905,37.202380952380956,0.8779761904761905,54,151,4,0,8,11,16.071428571428573,44.94047619047619,1.1904761904761905,0,2.380952380952381,3.273809523809524
337,Naviculoid spp.,41,207,4,126,61.42433234421365,1.1869436201780417,37.388724035608305,0.8783382789317508,54,151,4,0,8,11,16.023738872403563,44.80712166172107,1.1869436201780417,0,2.3738872403560833,3.2640949554896146
338,Cyclotella minuscula,41,208,4,126,61.53846153846154,1.183431952662722,37.278106508875744,0.878698224852071,55,151,4,0,8,11,16.272189349112427,44.67455621301775,1.183431952662722,0,2.366863905325444,3.2544378698224854
339,Cyclotella minuscula,41,209,4,126,61.6519174041298,1.1799410029498525,37.16814159292036,0.8790560471976401,56,151,4,0,8,11,16.519174041297934,44.54277286135693,1.1799410029498525,0,2.359882005899705,3.2448377581120944
340,Encyonopsis microcephala,41,209,4,127,61.47058823529412,1.1764705882352942,37.35294117647059,0.8794117647058823,56,151,4,0,8,12,16.470588235294116,44.41176470588235,1.1764705882352942,0,2.3529411764705883,3.5294117647058822
341,Cyclotella ocellata,41,210,4,127,61.58357771260997,1.1730205278592376,37.24340175953079,0.8797653958944281,56,152,4,0,8,12,16.422287390029325,44.57478005865102,1.1730205278592376,0,2.346041055718475,3.519061583577713
342,Cyclotella ocellata,41,211,4,127,61.69590643274854,1.1695906432748537,37.13450292397661,0.8801169590643275,56,153,4,0,8,12,16.374269005847953,44.73684210526316,1.1695906432748537,0,2.3391812865497075,3.508771929824561
343,Craticula buderi,41,211,4,128,61.51603498542274,1.1661807580174928,37.31778425655977,0.880466472303207,56,153,4,0,8,12,16.3265306122449,44.606413994169095,1.1661807580174928,0,2.3323615160349855,3.498542274052478
344,Cyclotella ocellata,41,212,4,128,61.627906976744185,1.1627906976744187,37.2093023255814,0.8808139534883721,56,154,4,0,8,12,16.27906976744186,44.76744186046512,1.1627906976744187,0,2.3255813953488373,3.488372093023256
345,Cyclotella ocellata,41,213,4,128,61.73913043478261,1.1594202898550725,37.10144927536232,0.88115942028985506,56,155,4,0,8,12,16.231884057971012,44.927536231884055,1.1594202898550725,0,2.318840579710145,3.4782608695652173
346,Gomphonema spp.,41,213,4,129,61.5606936416185,1.1560693641618496,37.283236994219656,0.8815028901734104,56,155,4,0,8,12,16.184971098265898,44.797687861271676,1.1560693641618496,0,2.312138728323699,3.4682080924855487
347,Gomphonema spp.,41,213,4,130,61.38328530259366,1.1527377521613833,37.46397694524496,0.88184438040345825,56,155,4,0,8,12,16.138328530259365,44.668587896253605,1.1527377521613833,0,2.3054755043227666,3.45821325648415
348,Gomphonema pseudotenellum,41,213,4,131,61.206896551724135,1.1494252873563218,37.64367816091954,0.882183908045977,56,155,4,0,8,12,16.091954022988507,44.54022988505747,1.1494252873563218,0,2.2988505747126435,3.4482758620689653
349,Epithemia sorex,41,213,4,132,61.03151862464183,1.146131805157593,37.82234957020057,0.8825214899713467,56,155,4,0,8,12,16.045845272206304,44.412607449856736,1.146131805157593,0,2.292263610315186,3.4383954154727796
350,Epithemia sorex,41,213,4,133,60.857142857142854,1.1428571428571428,38,0.8828571428571429,56,155,4,0,8,12,16,44.285714285714285,1.1428571428571428,0,2.2857142857142856,3.428571428571429
351,Encyonopsis microcephala,41,213,4,134,60.68376068376068,1.1396011396011396,38.17663817663818,0.8831908831908832,56,155,4,0,8,13,15.954415954415953,44.15954415954416,1.1396011396011396,0,2.2792022792022792,3.7037037037037033
352,Cyclotella ocellata,41,214,4,134,60.79545454545454,1.1363636363636365,38.06818181818182,0.8835227272727273,56,156,4,0,8,13,15.909090909090908,44.31818181818182,1.1363636363636365,0,2.272727272727273,3.6931818181818183
353,Cyclotella minuscula,41,215,4,134,60.90651558073654,1.13314447592068,37.960339943342774,0.8838526912181304,57,156,4,0,8,13,16.147308781869686,44.19263456090651,1.13314447592068,0,2.26628895184136,3.6827195467422094
354,Cyclotella ocellata,41,216,4,134,61.016949152542374,1.1299435028248588,37.85310734463277,0.884180790960452,57,157,4,0,8,13,16.101694915254235,44.35028248587571,1.1299435028248588,0,2.2598870056497176,3.672316384180791
355,Cyclotella ocellata,41,217,4,134,61.12676056338028,1.1267605633802817,37.74647887323944,0.8845070422535212,57,158,4,0,8,13,16.056338028169016,44.50704225352113,1.1267605633802817,0,2.2535211267605635,3.6619718309859155
356,Epithemia sorex,41,217,4,135,60.95505617977528,1.1235955056179776,37.92134831460674,0.8848314606741573,57,158,4,0,8,13,16.01123595505618,44.38202247191011,1.1235955056179776,0,2.247191011235955,3.651685393258427
357,Encyonopsis microcephala,41,217,4,136,60.78431372549019,1.1204481792717087,38.095238095238095,0.8851540616246498,57,158,4,0,8,14,15.966386554621847,44.25770308123249,1.1204481792717087,0,2.2408963585434174,3.9215686274509802
358,Cyclotella ocellata,41,218,4,136,60.893854748603346,1.1173184357541899,37.988826815642454,0.8854748603351955,57,159,4,0,8,14,15.921787709497206,44.41340782122905,1.1173184357541899,0,2.2346368715083798,3.910614525139665
359,Cyclotella ocellata,41,219,4,136,61.00278551532033,1.1142061281337048,37.88300835654596,0.8857938718662952,57,160,4,0,8,14,15.87743732590529,44.56824512534819,1.1142061281337048,0,2.2284122562674096,3.8997214484679668
360,Gomphonema sp. 1,41,219,4,137,60.83333333333333,1.1111111111111112,38.05555555555556,0.8861111111111111,57,160,4,0,8,14,15.833333333333332,44.44444444444444,1.1111111111111112,0,2.2222222222222223,3.888888888888889
361,Cyclotella ocellata,41,220,4,137,60.94182825484764,1.10803324099723,37.95013850415512,0.8864265927977839,57,161,4,0,8,14,15.789473684210526,44.59833795013851,1.10803324099723,0,2.21606648199446,3.8781163434903045
362,Cyclotella ocellata,41,221,4,137,61.04972375690608,1.1049723756906076,37.84530386740331,0.8867403314917127,57,162,4,0,8,14,15.745856353591158,44.751381215469614,1.1049723756906076,0,2.209944751381215,3.867403314917127
363,Cyclotella ocellata,41,222,4,137,61.15702479338842,1.1019283746556474,37.74104683195592,0.8870523415977961,57,163,4,0,8,14,15.702479338842975,44.90358126721763,1.1019283746556474,0,2.203856749311295,3.8567493112947657
364,Cyclotella ocellata,41,223,4,137,61.26373626373627,1.098901098901099,37.637362637362635,0.8873626373626373,57,164,4,0,8,14,15.659340659340659,45.05494505494506,1.098901098901099,0,2.197802197802198,3.8461538461538463
365,Cyclotella minuscula,41,224,4,137,61.369863013698634,1.095890410958904,37.534246575342465,0.8876712328767123,58,164,4,0,8,14,15.890410958904111,44.93150684931507,1.095890410958904,0,2.191780821917808,3.8356164383561646
366,Epithemia adnata,42,224,4,138,61.20218579234973,1.092896174863388,37.704918032786885,0.8852459016393442,58,164,4,0,8,14,15.846994535519126,44.80874316939891,1.092896174863388,0,2.185792349726776,3.825136612021858
367,Cocconeis placentula,42,224,4,139,61.03542234332425,1.08991825613079,37.87465940054496,0.885558583106267,58,164,4,0,8,14,15.803814713896458,44.6866485013624,1.08991825613079,0,2.17983651226158,3.8147138964577656
368,Cocconeis placentula,42,224,4,140,60.86956521739131,1.0869565217391304,38.04347826086957,0.8858695652173914,58,164,4,0,8,14,15.760869565217392,44.565217391304344,1.0869565217391304,0,2.1739130434782608,3.804347826086957
369,Staurosira venter,42,224,5,140,60.70460704607046,1.3550135501355014,37.94037940379404,0.8861788617886179,58,164,5,0,8,14,15.718157181571815,44.44444444444444,1.3550135501355014,0,2.168021680216802,3.7940379403794036
370,Staurosira venter,42,224,6,140,60.54054054054055,1.6216216216216217,37.83783783783784,0.8864864864864865,58,164,6,0,8,14,15.675675675675677,44.32432432432433,1.6216216216216217,0,2.1621621621621623,3.783783783783784
371,Cyclotella minuscula,42,225,6,140,60.64690026954178,1.6172506738544474,37.735849056603776,0.8867924528301887,59,164,6,0,8,14,15.902964959568733,44.20485175202156,1.6172506738544474,0,2.15633423180593,3.7735849056603774
372,Cyclotella ocellata,42,226,6,140,60.752688172043015,1.6129032258064515,37.634408602150536,0.8870967741935484,59,165,6,0,8,14,15.86021505376344,44.354838709677416,1.6129032258064515,0,2.1505376344086025,3.763440860215054
373,Cyclotella ocellata,42,227,6,140,60.85790884718498,1.6085790884718498,37.533512064343164,0.8873994638069705,59,166,6,0,8,14,15.81769436997319,44.50402144772118,1.6085790884718498,0,2.1447721179624666,3.753351206434316
374,Cyclotella ocellata,42,228,6,140,60.962566844919785,1.6042780748663104,37.4331550802139,0.8877005347593583,59,167,6,0,8,14,15.775401069518717,44.6524064171123,1.6042780748663104,0,2.13903743315508,3.7433155080213902
375,Cyclotella ocellata,42,229,6,140,61.06666666666667,1.6,37.333333333333336,0.888,59,168,6,0,8,14,15.733333333333333,44.800000000000004,1.6,0,2.1333333333333333,3.733333333333334
376,Cyclotella ocellata,42,230,6,140,61.170212765957444,1.5957446808510638,37.234042553191486,0.8882978723404256,59,169,6,0,8,14,15.691489361702127,44.9468085106383,1.5957446808510638,0,2.127659574468085,3.723404255319149
377,Cyclotella ocellata,42,231,6,140,61.273209549071616,1.5915119363395225,37.13527851458886,0.8885941644562334,59,170,6,0,8,14,15.649867374005305,45.09283819628647,1.5915119363395225,0,2.122015915119363,3.7135278514588856
378,Cyclotella ocellata,42,232,6,140,61.37566137566137,1.5873015873015872,37.03703703703704,0.8888888888888888,59,171,6,0,8,14,15.608465608465607,45.23809523809524,1.5873015873015872,0,2.1164021164021163,3.7037037037037033
379,Cyclotella minuscula,42,233,6,140,61.477572559366756,1.58311345646438,36.93931398416886,0.8891820580474934,60,171,6,0,8,14,15.8311345646438,45.11873350923483,1.58311345646438,0,2.1108179419525066,3.6939313984168867
380,Cyclotella minuscula,42,234,6,140,61.578947368421055,1.5789473684210527,36.84210526315789,0.8894736842105263,61,171,6,0,8,14,16.05263157894737,45,1.5789473684210527,0,2.1052631578947367,3.684210526315789
381,Cyclotella pantanelliana,42,235,6,140,61.679790026246714,1.574803149606299,36.74540682414698,0.889763779527559,61,171,6,0,8,14,16.010498687664043,44.881889763779526,1.574803149606299,0,2.099737532808399,3.674540682414698
382,Cyclotella minuscula,42,236,6,140,61.78010471204188,1.5706806282722512,36.64921465968586,0.8900523560209423,62,171,6,0,8,14,16.230366492146597,44.76439790575916,1.5706806282722512,0,2.094240837696335,3.664921465968586
383,Staurosirella pinnata,43,236,7,140,61.61879895561357,1.8276762402088773,36.55352480417754,0.8877284595300261,62,171,6,1,8,14,16.187989556135772,44.64751958224543,1.5665796344647518,0.7142857142857143,2.088772845953003,3.6553524804177546
384,Cyclotella ocellata,43,237,7,140,61.71875,1.8229166666666667,36.45833333333333,0.8880208333333334,62,172,6,1,8,14,16.145833333333336,44.79166666666667,1.5625,0.7142857142857143,2.083333333333333,3.6458333333333335
385,Encyonopsis microcephala,43,237,7,141,61.55844155844156,1.8181818181818181,36.62337662337662,0.8883116883116883,62,172,6,1,8,15,16.103896103896105,44.675324675324674,1.5584415584415585,0.7092198581560284,2.0779220779220777,3.896103896103896
386,Encyonopsis microcephala,43,237,7,142,61.398963730569946,1.8134715025906734,36.787564766839374,0.8886010362694301,62,172,6,1,8,16,16.06217616580311,44.559585492227974,1.5544041450777202,0.7042253521126761,2.072538860103627,4.145077720207254
387,Epithemia sorex,43,237,7,143,61.240310077519375,1.8087855297157622,36.95090439276486,0.8888888888888888,62,172,6,1,8,16,16.020671834625322,44.44444444444444,1.550387596899225,0.6993006993006993,2.0671834625323,4.1343669250646
388,Epithemia sorex,43,237,7,144,61.08247422680413,1.804123711340206,37.11340206185567,0.8891752577319587,62,172,6,1,8,16,15.979381443298967,44.329896907216494,1.5463917525773196,0.6944444444444444,2.0618556701030926,4.123711340206185
389,Gomphonema pseudotenellum,43,237,7,145,60.9254498714653,1.7994858611825193,37.275064267352185,0.8894601542416453,62,172,6,1,8,16,15.938303341902312,44.2159383033419,1.5424164524421593,0.6896551724137931,2.056555269922879,4.113110539845758
390,Gomphonema pseudotenellum,43,237,7,146,60.76923076923077,1.7948717948717947,37.43589743589744,0.8897435897435897,62,172,6,1,8,16,15.897435897435896,44.1025641025641,1.5384615384615385,0.684931506849315,2.051282051282051,4.102564102564102
391,Achnanthidium minutissimum,43,237,7,147,60.61381074168798,1.7902813299232736,37.59590792838875,0.8900255754475703,62,172,6,1,8,16,15.856777493606138,43.98976982097187,1.5345268542199488,0.6802721088435374,2.0460358056265986,4.092071611253197
392,Achnanthidium minutissimum,43,237,7,148,60.45918367346938,1.7857142857142856,37.755102040816325,0.8903061224489796,62,172,6,1,8,16,15.816326530612246,43.87755102040816,1.530612244897959,0.6756756756756757,2.0408163265306123,4.081632653061225
393,Cyclotella ocellata,43,238,7,148,60.55979643765903,1.7811704834605597,37.659033078880405,0.8905852417302799,62,173,6,1,8,16,15.776081424936386,44.02035623409669,1.5267175572519083,0.6756756756756757,2.035623409669211,4.071246819338422
394,Achnanthidium minutissimum,43,238,7,149,60.40609137055838,1.7766497461928936,37.81725888324873,0.8908629441624365,62,173,6,1,8,16,15.736040609137056,43.90862944162436,1.5228426395939088,0.6711409395973155,2.030456852791878,4.060913705583756
395,Cyclotella ocellata,43,239,7,149,60.50632911392405,1.7721518987341773,37.721518987341774,0.8911392405063291,62,174,6,1,8,16,15.69620253164557,44.050632911392405,1.5189873417721518,0.6711409395973155,2.0253164556962027,4.050632911392405
396,Cyclotella ocellata,43,240,7,149,60.60606060606061,1.7676767676767675,37.62626262626262,0.8914141414141414,62,175,6,1,8,16,15.656565656565657,44.19191919191919,1.5151515151515151,0.6711409395973155,2.0202020202020203,4.040404040404041
397,Cyclotella minuscula,43,241,7,149,60.70528967254408,1.7632241813602016,37.531486146095716,0.8916876574307304,63,175,6,1,8,16,15.869017632241814,44.08060453400503,1.5113350125944585,0.6711409395973155,2.0151133501259446,4.030226700251889
398,Cyclotella minuscula,43,242,7,149,60.80402010050251,1.7587939698492463,37.437185929648244,0.8919597989949749,64,175,6,1,8,16,16.08040201005025,43.969849246231156,1.507537688442211,0.6711409395973155,2.0100502512562812,4.0201005025125625
399,Cyclotella ocellata,43,243,7,149,60.902255639097746,1.7543859649122806,37.34335839598997,0.8922305764411027,64,176,6,1,8,16,16.040100250626566,44.11027568922306,1.5037593984962405,0.6711409395973155,2.0050125313283207,4.010025062656641
400,Cyclotella ocellata,43,244,7,149,61,1.7500000000000002,37.25,0.8925,64,177,6,1,8,16,16,44.25,1.5,0.6711409395973155,2,4
401,Cyclotella ocellata,43,245,7,149,61.09725685785536,1.7456359102244388,37.1571072319202,0.8927680798004988,64,178,6,1,8,16,15.96009975062344,44.38902743142145,1.4962593516209477,0.6711409395973155,1.99501246882793,3.99002493765586
402,Cyclotella minuscula,43,246,7,149,61.19402985074627,1.7412935323383085,37.06467661691542,0.8930348258706468,65,178,6,1,8,16,16.169154228855724,44.27860696517413,1.4925373134328357,0.6711409395973155,1.9900497512437811,3.9800995024875623
403,Cyclotella minuscula,43,247,7,149,61.29032258064516,1.7369727047146404,36.972704714640194,0.8933002481389578,66,178,6,1,8,16,16.377171215880892,44.168734491315135,1.488833746898263,0.6711409395973155,1.9851116625310175,3.970223325062035
404,Cyclotella ocellata,43,248,7,149,61.386138613861384,1.7326732673267329,36.88118811881188,0.8935643564356436,66,179,6,1,8,16,16.33663366336634,44.306930693069305,1.4851485148514851,0.6711409395973155,1.9801980198019802,3.9603960396039604
